,Network,Station,Location,Channel,Start,End
819,2A,BBS09,,HHZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
820,2A,REF01,,GLE,2018-01-20T00:00:00.000000Z,2018-01-20T20:59:59.955000Z
821,2A,REF01,,GLE,2018-01-20T21:00:00.000000Z,2018-01-21T00:00:00.000000Z
822,2A,REF01,,GLN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
823,2A,REF01,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
824,2A,REF02,,GLE,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
825,2A,REF02,,GLN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
826,2A,REF02,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
827,2A,REF03,,GLE,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
828,2A,REF03,,GLN,2018-01-20T00:00:00.000000Z,2018-01-20T11:59:59.971000Z
829,2A,REF03,,GLN,2018-01-20T12:00:00.000000Z,2018-01-21T00:00:00.000000Z
830,2A,REF03,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
831,2A,REF04,,GLE,2018-01-20T00:00:00.000000Z,2018-01-20T00:02:14.499000Z
832,2A,REF04,,GLE,2018-01-20T00:02:55.000000Z,2018-01-20T00:03:09.533000Z
833,2A,REF04,,GLE,2018-01-20T00:03:10.534000Z,2018-01-20T00:03:27.533000Z
834,2A,REF04,,GLE,2018-01-20T00:03:28.000000Z,2018-01-21T00:00:00.000000Z
835,2A,REF04,,GLN,2018-01-20T00:00:00.000000Z,2018-01-20T00:02:14.499000Z
836,2A,REF04,,GLN,2018-01-20T00:02:55.000000Z,2018-01-20T00:03:09.533000Z
837,2A,REF04,,GLN,2018-01-20T00:03:10.534000Z,2018-01-20T00:03:27.533000Z
838,2A,REF04,,GLN,2018-01-20T00:03:28.000000Z,2018-01-21T00:00:00.000000Z
839,2A,REF04,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-20T00:02:14.499000Z
840,2A,REF04,,GLZ,2018-01-20T00:02:55.000000Z,2018-01-20T00:03:09.533000Z
841,2A,REF04,,GLZ,2018-01-20T00:03:10.534000Z,2018-01-20T00:03:27.533000Z
842,2A,REF04,,GLZ,2018-01-20T00:03:28.000000Z,2018-01-21T00:00:00.000000Z
843,2A,REF07,,GLE,2018-01-20T00:00:00.000000Z,2018-01-20T01:59:59.983000Z
844,2A,REF07,,GLE,2018-01-20T02:00:00.000000Z,2018-01-21T00:00:00.000000Z
845,2A,REF07,,GLN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
846,2A,REF07,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-20T21:59:59.965000Z
847,2A,REF07,,GLZ,2018-01-20T22:00:00.000000Z,2018-01-21T00:00:00.000000Z
848,2A,REF08,,GLE,2018-01-20T00:00:00.000000Z,2018-01-20T05:59:59.943000Z
849,2A,REF08,,GLE,2018-01-20T06:00:00.000000Z,2018-01-21T00:00:00.000000Z
850,2A,REF08,,GLN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
851,2A,REF08,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
852,2A,REF10,,GLE,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
853,2A,REF10,,GLN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
854,2A,REF10,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
855,2A,REF11,,GLE,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
856,2A,REF11,,GLN,2018-01-20T00:00:00.000000Z,2018-01-20T20:59:59.953000Z
857,2A,REF11,,GLN,2018-01-20T21:00:00.000000Z,2018-01-21T00:00:00.000000Z
858,2A,REF11,,GLZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
859,2A,BBS05,,HHE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
860,2A,BBS05,,HHN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
861,2A,BBS05,,HHZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
862,2A,BBS06,,HHE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
863,2A,BBS06,,HHN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
864,2A,BBS06,,HHZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
865,2A,BBS09,,HHE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
866,2A,BBS09,,HHN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
867,2A,BBS09,,HHZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
868,2A,REF01,,GLE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
869,2A,REF01,,GLN,2018-01-21T00:00:00.000000Z,2018-01-21T02:59:59.959000Z
870,2A,REF01,,GLN,2018-01-21T03:00:00.000000Z,2018-01-22T00:00:00.000000Z
871,2A,REF01,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-21T13:59:59.965000Z
872,2A,REF01,,GLZ,2018-01-21T14:00:00.000000Z,2018-01-22T00:00:00.000000Z
873,2A,REF02,,GLE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
874,2A,REF02,,GLN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
875,2A,REF02,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
876,2A,REF03,,GLE,2018-01-21T00:00:00.000000Z,2018-01-21T15:59:59.953000Z
877,2A,REF03,,GLE,2018-01-21T16:00:00.000000Z,2018-01-22T00:00:00.000000Z
878,2A,REF03,,GLN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
879,2A,REF03,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-21T03:59:59.981000Z
880,2A,REF03,,GLZ,2018-01-21T04:00:00.000000Z,2018-01-22T00:00:00.000000Z
881,2A,REF04,,GLE,2018-01-21T00:00:00.000000Z,2018-01-21T00:02:57.749000Z
882,2A,REF04,,GLE,2018-01-21T00:03:38.000000Z,2018-01-21T00:03:52.527000Z
883,2A,REF04,,GLE,2018-01-21T00:03:53.528000Z,2018-01-21T00:04:10.527000Z
884,2A,REF04,,GLE,2018-01-21T00:04:11.000000Z,2018-01-21T19:59:59.975000Z
885,2A,REF04,,GLE,2018-01-21T20:00:00.000000Z,2018-01-21T23:58:46.499000Z
886,2A,REF04,,GLE,2018-01-21T23:58:50.500000Z,2018-01-22T00:00:00.000000Z
887,2A,REF04,,GLN,2018-01-21T00:00:00.000000Z,2018-01-21T00:02:57.749000Z
888,2A,REF04,,GLN,2018-01-21T00:03:38.000000Z,2018-01-21T00:03:52.527000Z
889,2A,REF04,,GLN,2018-01-21T00:03:53.528000Z,2018-01-21T00:04:10.527000Z
890,2A,REF04,,GLN,2018-01-21T00:04:11.000000Z,2018-01-21T19:59:59.965000Z
891,2A,REF04,,GLN,2018-01-21T20:00:00.000000Z,2018-01-21T23:58:46.499000Z
892,2A,REF04,,GLN,2018-01-21T23:58:50.500000Z,2018-01-22T00:00:00.000000Z
893,2A,REF04,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-21T00:02:57.749000Z
894,2A,REF04,,GLZ,2018-01-21T00:03:38.000000Z,2018-01-21T00:03:52.527000Z
895,2A,REF04,,GLZ,2018-01-21T00:03:53.528000Z,2018-01-21T00:04:10.527000Z
896,2A,REF04,,GLZ,2018-01-21T00:04:11.000000Z,2018-01-21T23:58:47.249000Z
897,2A,REF04,,GLZ,2018-01-21T23:58:50.500000Z,2018-01-22T00:00:00.000000Z
898,2A,REF07,,GLE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
899,2A,REF07,,GLN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
900,2A,REF07,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
901,2A,REF08,,GLE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
902,2A,REF08,,GLN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
903,2A,REF08,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
904,2A,REF10,,GLE,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
905,2A,REF10,,GLN,2018-01-21T00:00:00.000000Z,2018-01-21T10:59:59.946000Z
906,2A,REF10,,GLN,2018-01-21T11:00:00.000000Z,2018-01-22T00:00:00.000000Z
907,2A,REF10,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
908,2A,REF11,,GLE,2018-01-21T00:00:00.000000Z,2018-01-21T23:59:59.963000Z
909,2A,REF11,,GLE,2018-01-22T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
910,2A,REF11,,GLN,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
911,2A,REF11,,GLZ,2018-01-21T00:00:00.000000Z,2018-01-22T00:00:00.000000Z
912,2A,BBS05,,HHE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
913,2A,BBS05,,HHN,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
914,2A,BBS05,,HHZ,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
915,2A,BBS06,,HHE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
916,2A,BBS06,,HHN,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
917,2A,BBS06,,HHZ,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
918,2A,BBS09,,HHE,2018-01-22T00:00:00.000000Z,2018-01-22T11:12:29.990000Z
919,2A,BBS09,,HHN,2018-01-22T00:00:00.000000Z,2018-01-22T12:00:00.990000Z
920,2A,BBS09,,HHZ,2018-01-22T00:00:00.000000Z,2018-01-22T06:00:01.990000Z
921,2A,REF01,,GLE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
922,2A,REF01,,GLN,2018-01-22T00:00:00.000000Z,2018-01-22T09:59:59.971000Z
923,2A,REF01,,GLN,2018-01-22T10:00:00.000000Z,2018-01-23T00:00:00.000000Z
924,2A,REF01,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-22T10:59:59.983000Z
925,2A,REF01,,GLZ,2018-01-22T11:00:00.000000Z,2018-01-22T14:59:59.991000Z
926,2A,REF01,,GLZ,2018-01-22T15:00:00.000000Z,2018-01-23T00:00:00.000000Z
927,2A,REF02,,GLE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
928,2A,REF02,,GLN,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
929,2A,REF02,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
930,2A,REF03,,GLE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
931,2A,REF03,,GLN,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
932,2A,REF03,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
933,2A,REF04,,GLE,2018-01-22T00:00:00.000000Z,2018-01-22T00:03:08.499000Z
934,2A,REF04,,GLE,2018-01-22T00:03:49.000000Z,2018-01-22T00:04:03.498000Z
935,2A,REF04,,GLE,2018-01-22T00:04:42.000000Z,2018-01-23T00:00:00.000000Z
936,2A,REF04,,GLN,2018-01-22T00:00:00.000000Z,2018-01-22T00:03:08.499000Z
937,2A,REF04,,GLN,2018-01-22T00:03:49.000000Z,2018-01-22T00:04:03.527000Z
938,2A,REF04,,GLN,2018-01-22T00:04:42.000000Z,2018-01-23T00:00:00.000000Z
939,2A,REF04,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-22T00:03:08.499000Z
940,2A,REF04,,GLZ,2018-01-22T00:03:49.000000Z,2018-01-22T00:04:03.527000Z
941,2A,REF04,,GLZ,2018-01-22T00:04:04.528000Z,2018-01-22T00:04:05.498000Z
942,2A,REF04,,GLZ,2018-01-22T00:04:42.000000Z,2018-01-23T00:00:00.000000Z
943,2A,REF07,,GLE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
944,2A,REF07,,GLN,2018-01-22T00:00:00.000000Z,2018-01-22T03:59:59.991000Z
945,2A,REF07,,GLN,2018-01-22T04:00:00.000000Z,2018-01-23T00:00:00.000000Z
946,2A,REF07,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-22T05:59:59.971000Z
947,2A,REF07,,GLZ,2018-01-22T06:00:00.000000Z,2018-01-23T00:00:00.000000Z
948,2A,REF08,,GLE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
949,2A,REF08,,GLN,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
950,2A,REF08,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
951,2A,REF10,,GLE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
952,2A,REF10,,GLN,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
953,2A,REF10,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-22T19:59:59.945000Z
954,2A,REF10,,GLZ,2018-01-22T20:00:00.000000Z,2018-01-23T00:00:00.000000Z
955,2A,REF11,,GLE,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
956,2A,REF11,,GLN,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
957,2A,REF11,,GLZ,2018-01-22T00:00:00.000000Z,2018-01-23T00:00:00.000000Z
958,2A,BBS05,,HHE,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
959,2A,BBS05,,HHN,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
960,2A,BBS05,,HHZ,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
961,2A,BBS06,,HHE,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
962,2A,BBS06,,HHN,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
963,2A,BBS06,,HHZ,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
964,2A,REF01,,GLE,2018-01-23T00:00:00.000000Z,2018-01-23T17:59:59.981000Z
965,2A,REF01,,GLE,2018-01-23T18:00:00.000000Z,2018-01-24T00:00:00.000000Z
966,2A,REF01,,GLN,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
967,2A,REF01,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-23T11:59:59.979000Z
968,2A,REF01,,GLZ,2018-01-23T12:00:00.000000Z,2018-01-24T00:00:00.000000Z
969,2A,REF02,,GLE,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
970,2A,REF02,,GLN,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
971,2A,REF02,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
972,2A,REF03,,GLE,2018-01-23T00:00:00.000000Z,2018-01-23T15:59:59.963000Z
973,2A,REF03,,GLE,2018-01-23T16:00:00.000000Z,2018-01-24T00:00:00.000000Z
974,2A,REF03,,GLN,2018-01-23T00:00:00.000000Z,2018-01-23T09:59:59.985000Z
975,2A,REF03,,GLN,2018-01-23T10:00:00.000000Z,2018-01-24T00:00:00.000000Z
976,2A,REF03,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
977,2A,REF04,,GLE,2018-01-23T00:00:00.000000Z,2018-01-23T00:04:04.499000Z
978,2A,REF04,,GLE,2018-01-23T00:04:45.000000Z,2018-01-23T00:04:54.970000Z
979,2A,REF04,,GLE,2018-01-23T00:06:08.000000Z,2018-01-23T05:59:59.967000Z
980,2A,REF04,,GLE,2018-01-23T06:00:00.000000Z,2018-01-24T00:00:00.000000Z
981,2A,REF04,,GLN,2018-01-23T00:00:00.000000Z,2018-01-23T00:04:04.499000Z
982,2A,REF04,,GLN,2018-01-23T00:04:45.000000Z,2018-01-23T00:04:54.970000Z
983,2A,REF04,,GLN,2018-01-23T00:06:08.000000Z,2018-01-24T00:00:00.000000Z
984,2A,REF04,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-23T00:04:04.499000Z
985,2A,REF04,,GLZ,2018-01-23T00:04:45.000000Z,2018-01-23T00:04:55.249000Z
986,2A,REF04,,GLZ,2018-01-23T00:06:08.000000Z,2018-01-23T01:59:59.965000Z
987,2A,REF04,,GLZ,2018-01-23T02:00:00.000000Z,2018-01-24T00:00:00.000000Z
988,2A,REF07,,GLE,2018-01-23T00:00:00.000000Z,2018-01-23T00:59:59.960000Z
989,2A,REF07,,GLE,2018-01-23T01:00:00.000000Z,2018-01-24T00:00:00.000000Z
990,2A,REF07,,GLN,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
991,2A,REF07,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
992,2A,REF08,,GLE,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
993,2A,REF08,,GLN,2018-01-23T00:00:00.000000Z,2018-01-23T06:59:59.973000Z
994,2A,REF08,,GLN,2018-01-23T07:00:00.000000Z,2018-01-23T08:59:59.977000Z
995,2A,REF08,,GLN,2018-01-23T09:00:00.000000Z,2018-01-24T00:00:00.000000Z
996,2A,REF08,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-23T08:59:59.941000Z
997,2A,REF08,,GLZ,2018-01-23T09:00:00.000000Z,2018-01-24T00:00:00.000000Z
998,2A,REF10,,GLE,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
999,2A,REF10,,GLN,2018-01-23T00:00:00.000000Z,2018-01-23T23:59:59.959000Z
1000,2A,REF10,,GLN,2018-01-24T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
1001,2A,REF10,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
1002,2A,REF11,,GLE,2018-01-23T00:00:00.000000Z,2018-01-23T21:59:59.948000Z
1003,2A,REF11,,GLE,2018-01-23T22:00:00.000000Z,2018-01-24T00:00:00.000000Z
1004,2A,REF11,,GLN,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
1005,2A,REF11,,GLZ,2018-01-23T00:00:00.000000Z,2018-01-24T00:00:00.000000Z
1006,2A,BBS05,,HHE,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1007,2A,BBS05,,HHN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1008,2A,BBS05,,HHZ,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1009,2A,BBS06,,HHE,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1010,2A,BBS06,,HHN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1011,2A,BBS06,,HHZ,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1012,2A,REF01,,GLE,2018-01-24T00:00:00.000000Z,2018-01-24T02:59:59.987000Z
1013,2A,REF01,,GLE,2018-01-24T03:00:00.000000Z,2018-01-24T12:59:59.941000Z
1014,2A,REF01,,GLE,2018-01-24T13:00:00.000000Z,2018-01-25T00:00:00.000000Z
1015,2A,REF01,,GLN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1016,2A,REF01,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1017,2A,REF02,,GLE,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1018,2A,REF02,,GLN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1019,2A,REF02,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1020,2A,REF03,,GLE,2018-01-24T00:00:00.000000Z,2018-01-24T04:59:59.951000Z
1021,2A,REF03,,GLE,2018-01-24T05:00:00.000000Z,2018-01-25T00:00:00.000000Z
1022,2A,REF03,,GLN,2018-01-24T00:00:00.000000Z,2018-01-24T15:59:59.943000Z
1023,2A,REF03,,GLN,2018-01-24T16:00:00.000000Z,2018-01-25T00:00:00.000000Z
1024,2A,REF03,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-24T15:59:59.981000Z
1025,2A,REF03,,GLZ,2018-01-24T16:00:00.000000Z,2018-01-25T00:00:00.000000Z
1026,2A,REF04,,GLE,2018-01-24T00:00:00.000000Z,2018-01-24T00:04:02.749000Z
1027,2A,REF04,,GLE,2018-01-24T00:04:43.000000Z,2018-01-24T00:04:52.970000Z
1028,2A,REF04,,GLE,2018-01-24T00:06:11.000000Z,2018-01-25T00:00:00.000000Z
1029,2A,REF04,,GLN,2018-01-24T00:00:00.000000Z,2018-01-24T00:04:02.749000Z
1030,2A,REF04,,GLN,2018-01-24T00:04:43.000000Z,2018-01-24T00:04:52.970000Z
1031,2A,REF04,,GLN,2018-01-24T00:06:11.000000Z,2018-01-25T00:00:00.000000Z
1032,2A,REF04,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-24T00:04:02.749000Z
1033,2A,REF04,,GLZ,2018-01-24T00:04:43.000000Z,2018-01-24T00:04:53.249000Z
1034,2A,REF04,,GLZ,2018-01-24T00:06:11.000000Z,2018-01-24T12:59:59.995000Z
1035,2A,REF04,,GLZ,2018-01-24T13:00:00.000000Z,2018-01-25T00:00:00.000000Z
1036,2A,REF07,,GLE,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1037,2A,REF07,,GLN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1038,2A,REF07,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1039,2A,REF08,,GLE,2018-01-24T00:00:00.000000Z,2018-01-24T04:59:59.947000Z
1040,2A,REF08,,GLE,2018-01-24T05:00:00.000000Z,2018-01-24T10:59:59.969000Z
1041,2A,REF08,,GLE,2018-01-24T11:00:00.000000Z,2018-01-24T13:59:59.939000Z
1042,2A,REF08,,GLE,2018-01-24T14:00:00.000000Z,2018-01-25T00:00:00.000000Z
1043,2A,REF08,,GLN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1044,2A,REF08,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-24T11:59:59.967000Z
1045,2A,REF08,,GLZ,2018-01-24T12:00:00.000000Z,2018-01-25T00:00:00.000000Z
1046,2A,REF10,,GLE,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1047,2A,REF10,,GLN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1048,2A,REF10,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1049,2A,REF11,,GLE,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1050,2A,REF11,,GLN,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1051,2A,REF11,,GLZ,2018-01-24T00:00:00.000000Z,2018-01-25T00:00:00.000000Z
1052,2A,BBS05,,HHE,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1053,2A,BBS05,,HHN,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1054,2A,BBS05,,HHZ,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1055,2A,BBS06,,HHE,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1056,2A,BBS06,,HHN,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1057,2A,BBS06,,HHZ,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1058,2A,REF01,,GLE,2018-01-25T00:00:00.000000Z,2018-01-25T10:41:23.749000Z
1059,2A,REF01,,GLN,2018-01-25T00:00:00.000000Z,2018-01-25T10:41:23.749000Z
1060,2A,REF01,,GLZ,2018-01-25T00:00:00.000000Z,2018-01-25T10:41:24.499000Z
1061,2A,REF02,,GLE,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1062,2A,REF02,,GLN,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1063,2A,REF02,,GLZ,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1064,2A,REF03,,GLE,2018-01-25T00:00:00.000000Z,2018-01-25T11:59:59.955000Z
1065,2A,REF03,,GLE,2018-01-25T12:00:00.000000Z,2018-01-26T00:00:00.000000Z
1066,2A,REF03,,GLN,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1067,2A,REF03,,GLZ,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1068,2A,REF04,,GLE,2018-01-25T00:00:00.000000Z,2018-01-25T00:01:20.499000Z
1069,2A,REF04,,GLE,2018-01-25T00:02:01.000000Z,2018-01-25T00:02:10.970000Z
1070,2A,REF04,,GLE,2018-01-25T00:03:37.000000Z,2018-01-26T00:00:00.000000Z
1071,2A,REF04,,GLN,2018-01-25T00:00:00.000000Z,2018-01-25T00:01:20.499000Z
1072,2A,REF04,,GLN,2018-01-25T00:02:01.000000Z,2018-01-25T00:02:10.970000Z
1073,2A,REF04,,GLN,2018-01-25T00:03:37.000000Z,2018-01-25T05:59:59.969000Z
1074,2A,REF04,,GLN,2018-01-25T06:00:00.000000Z,2018-01-26T00:00:00.000000Z
1075,2A,REF04,,GLZ,2018-01-25T00:00:00.000000Z,2018-01-25T00:01:20.499000Z
1076,2A,REF04,,GLZ,2018-01-25T00:02:01.000000Z,2018-01-25T00:02:11.499000Z
1077,2A,REF04,,GLZ,2018-01-25T00:03:37.000000Z,2018-01-25T06:59:59.995000Z
1078,2A,REF04,,GLZ,2018-01-25T07:00:00.000000Z,2018-01-25T17:59:59.960000Z
1079,2A,REF04,,GLZ,2018-01-25T18:00:00.000000Z,2018-01-26T00:00:00.000000Z
1080,2A,REF07,,GLE,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1081,2A,REF07,,GLN,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1082,2A,REF07,,GLZ,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1083,2A,REF08,,GLE,2018-01-25T00:00:00.000000Z,2018-01-25T11:59:59.975000Z
1084,2A,REF08,,GLE,2018-01-25T12:00:00.000000Z,2018-01-26T00:00:00.000000Z
1085,2A,REF08,,GLN,2018-01-25T00:00:00.000000Z,2018-01-25T08:59:59.951000Z
1086,2A,REF08,,GLN,2018-01-25T09:00:00.000000Z,2018-01-26T00:00:00.000000Z
1087,2A,REF08,,GLZ,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1088,2A,REF10,,GLE,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1089,2A,REF10,,GLN,2018-01-25T00:00:00.000000Z,2018-01-25T02:59:59.943000Z
1090,2A,REF10,,GLN,2018-01-25T03:00:00.000000Z,2018-01-26T00:00:00.000000Z
1091,2A,REF10,,GLZ,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1092,2A,REF11,,GLE,2018-01-25T00:00:00.000000Z,2018-01-26T00:00:00.000000Z
1093,2A,REF11,,GLN,2018-01-25T00:00:00.000000Z,2018-01-25T23:59:59.967000Z
