,match_time,template
20180105T073145Z,2018-01-05T07:31:45.380000Z,6d
20180105T104348Z,2018-01-05T10:43:48.860000Z,6d
20180105T110657Z,2018-01-05T11:06:57.160000Z,6d
20180105T115627Z,2018-01-05T11:56:27.810000Z,6d
20180105T123026Z,2018-01-05T12:30:26.650000Z,6d
20180105T134549Z,2018-01-05T13:45:49.240000Z,6d
20180105T134926Z,2018-01-05T13:49:26.100000Z,6d
20180105T141058Z,2018-01-05T14:10:58.310000Z,6d
20180105T143547Z,2018-01-05T14:35:47.240000Z,6d
20180105T145820Z,2018-01-05T14:58:20.190000Z,6d
20180105T162920Z,2018-01-05T16:29:20.780000Z,6d
20180105T180506Z,2018-01-05T18:05:06.210000Z,6d
20180105T184236Z,2018-01-05T18:42:36.940000Z,6d
20180105T190915Z,2018-01-05T19:09:15.370000Z,6d
20180105T195647Z,2018-01-05T19:56:47.400000Z,6d
20180105T204816Z,2018-01-05T20:48:16.560000Z,6d
20180105T212029Z,2018-01-05T21:20:29.060000Z,6d
20180105T222539Z,2018-01-05T22:25:39.250000Z,6d
20180105T233338Z,2018-01-05T23:33:38.530000Z,7d
20180105T234154Z,2018-01-05T23:41:54.230000Z,6d
20180105T235649Z,2018-01-05T23:56:49.880000Z,6d
20180105T024412Z,2018-01-05T02:44:12.660000Z,7a
20180105T045539Z,2018-01-05T04:55:39.990000Z,7a
20180105T055917Z,2018-01-05T05:59:17.270000Z,7a
20180105T071305Z,2018-01-05T07:13:05.540000Z,7a
20180105T101019Z,2018-01-05T10:10:19.720000Z,7a
20180105T142632Z,2018-01-05T14:26:32.780000Z,7a
20180105T145912Z,2018-01-05T14:59:12.020000Z,7a
20180105T021717Z,2018-01-05T02:17:17.150000Z,7b
20180105T023101Z,2018-01-05T02:31:01.960000Z,7b
20180105T030501Z,2018-01-05T03:05:01.070000Z,7b
20180105T035539Z,2018-01-05T03:55:39.830000Z,7b
20180105T042656Z,2018-01-05T04:26:56.400000Z,7b
20180105T063425Z,2018-01-05T06:34:25.430000Z,7b
20180105T073932Z,2018-01-05T07:39:32.570000Z,7b
20180105T083819Z,2018-01-05T08:38:19.900000Z,7b
20180105T133337Z,2018-01-05T13:33:37.260000Z,7b
20180105T141031Z,2018-01-05T14:10:31.640000Z,7b
20180105T150606Z,2018-01-05T15:06:06.860000Z,7b
20180105T151117Z,2018-01-05T15:11:17.830000Z,7b
20180105T160947Z,2018-01-05T16:09:47.090000Z,7b
20180105T181648Z,2018-01-05T18:16:48.380000Z,7b
20180105T182007Z,2018-01-05T18:20:07.090000Z,7b
20180105T190326Z,2018-01-05T19:03:26.180000Z,7b
20180105T220124Z,2018-01-05T22:01:24.180000Z,7b
20180105T013414Z,2018-01-05T01:34:14.830000Z,7c
20180105T063424Z,2018-01-05T06:34:24.540000Z,7c
20180105T102041Z,2018-01-05T10:20:41.930000Z,7c
20180105T133154Z,2018-01-05T13:31:54.290000Z,7c
20180105T170321Z,2018-01-05T17:03:21.690000Z,7c
20180105T174446Z,2018-01-05T17:44:46.790000Z,7c
20180105T200634Z,2018-01-05T20:06:34.870000Z,7c
20180105T235845Z,2018-01-05T23:58:45.600000Z,7c
20180105T013415Z,2018-01-05T01:34:15.570000Z,8d
20180105T014131Z,2018-01-05T01:41:31.630000Z,7d
20180105T024216Z,2018-01-05T02:42:16.200000Z,7d
20180105T025803Z,2018-01-05T02:58:03.900000Z,7d
20180105T025816Z,2018-01-05T02:58:16.960000Z,7d
20180105T031100Z,2018-01-05T03:11:00.550000Z,7d
20180105T040543Z,2018-01-05T04:05:43.460000Z,7d
20180105T040631Z,2018-01-05T04:06:31.720000Z,7d
20180105T043140Z,2018-01-05T04:31:40.650000Z,7d
20180105T045232Z,2018-01-05T04:52:32.510000Z,7d
20180105T045723Z,2018-01-05T04:57:23.690000Z,7d
20180105T064829Z,2018-01-05T06:48:29.010000Z,7d
20180105T070437Z,2018-01-05T07:04:37.650000Z,8c
20180105T072217Z,2018-01-05T07:22:17.370000Z,7d
20180105T100740Z,2018-01-05T10:07:40.720000Z,7d
20180105T102919Z,2018-01-05T10:29:19.820000Z,7d
20180105T105059Z,2018-01-05T10:50:59.110000Z,7d
20180105T112323Z,2018-01-05T11:23:23.560000Z,7d
20180105T122954Z,2018-01-05T12:29:54.650000Z,7d
20180105T132903Z,2018-01-05T13:29:03.950000Z,7d
20180105T134843Z,2018-01-05T13:48:43.500000Z,7d
20180105T145637Z,2018-01-05T14:56:37.190000Z,7d
20180105T150944Z,2018-01-05T15:09:44.840000Z,7d
20180105T152815Z,2018-01-05T15:28:15.170000Z,7d
20180105T160903Z,2018-01-05T16:09:03.140000Z,7d
20180105T162157Z,2018-01-05T16:21:57.880000Z,7d
20180105T162517Z,2018-01-05T16:25:17.490000Z,7d
20180105T183231Z,2018-01-05T18:32:31.650000Z,7d
20180105T191938Z,2018-01-05T19:19:38.670000Z,7d
20180105T193154Z,2018-01-05T19:31:54.100000Z,7d
20180105T193729Z,2018-01-05T19:37:29.710000Z,7d
20180105T195026Z,2018-01-05T19:50:26.680000Z,7d
20180105T200049Z,2018-01-05T20:00:49.390000Z,7d
20180105T202136Z,2018-01-05T20:21:36.450000Z,7d
20180105T203412Z,2018-01-05T20:34:12.050000Z,7d
20180105T205833Z,2018-01-05T20:58:33.040000Z,8d
20180105T210501Z,2018-01-05T21:05:01.640000Z,7d
20180105T210755Z,2018-01-05T21:07:55.830000Z,7d
20180105T213337Z,2018-01-05T21:33:37.290000Z,7d
20180105T215321Z,2018-01-05T21:53:21.340000Z,8c
20180105T223531Z,2018-01-05T22:35:31.730000Z,7d
20180105T225513Z,2018-01-05T22:55:13.690000Z,7d
20180105T230053Z,2018-01-05T23:00:53.600000Z,7d
20180105T231037Z,2018-01-05T23:10:37.070000Z,7d
20180105T021351Z,2018-01-05T02:13:51.210000Z,8a
20180105T025221Z,2018-01-05T02:52:21.200000Z,8a
20180105T065007Z,2018-01-05T06:50:07.960000Z,8a
20180105T070918Z,2018-01-05T07:09:18.570000Z,8a
20180105T095936Z,2018-01-05T09:59:36.730000Z,8a
20180105T101520Z,2018-01-05T10:15:20.050000Z,8a
20180105T111747Z,2018-01-05T11:17:47.650000Z,8a
20180105T121009Z,2018-01-05T12:10:09.290000Z,8a
20180105T122623Z,2018-01-05T12:26:23.010000Z,8a
20180105T130258Z,2018-01-05T13:02:58.870000Z,8a
20180105T145857Z,2018-01-05T14:58:57.950000Z,8a
20180105T150824Z,2018-01-05T15:08:24.660000Z,8a
20180105T152630Z,2018-01-05T15:26:30.900000Z,8a
20180105T153317Z,2018-01-05T15:33:17.860000Z,8a
20180105T174322Z,2018-01-05T17:43:22.390000Z,8a
20180105T203930Z,2018-01-05T20:39:30.830000Z,8a
20180105T205744Z,2018-01-05T20:57:44.640000Z,8a
20180105T232217Z,2018-01-05T23:22:17.490000Z,8a
20180105T001436Z,2018-01-05T00:14:36.040000Z,8b
20180105T003057Z,2018-01-05T00:30:57.560000Z,8b
20180105T004816Z,2018-01-05T00:48:16.080000Z,8b
20180105T020013Z,2018-01-05T02:00:13.170000Z,8b
20180105T051054Z,2018-01-05T05:10:54.550000Z,8b
20180105T051814Z,2018-01-05T05:18:14.690000Z,8b
20180105T055512Z,2018-01-05T05:55:12.060000Z,8b
20180105T065538Z,2018-01-05T06:55:38.000000Z,8b
20180105T082720Z,2018-01-05T08:27:20.220000Z,8b
20180105T083525Z,2018-01-05T08:35:25.610000Z,8b
20180105T084522Z,2018-01-05T08:45:22.770000Z,8b
20180105T095853Z,2018-01-05T09:58:53.080000Z,8b
20180105T113214Z,2018-01-05T11:32:14.860000Z,8b
20180105T120133Z,2018-01-05T12:01:33.210000Z,8b
20180105T120904Z,2018-01-05T12:09:04.010000Z,8b
20180105T122127Z,2018-01-05T12:21:27.880000Z,8b
20180105T123521Z,2018-01-05T12:35:21.490000Z,8b
20180105T125112Z,2018-01-05T12:51:12.140000Z,8b
20180105T133027Z,2018-01-05T13:30:27.650000Z,8b
20180105T135133Z,2018-01-05T13:51:33.760000Z,8b
20180105T150718Z,2018-01-05T15:07:18.000000Z,8b
20180105T151522Z,2018-01-05T15:15:22.670000Z,8b
20180105T160023Z,2018-01-05T16:00:23.990000Z,8b
20180105T160649Z,2018-01-05T16:06:49.260000Z,8b
20180105T171629Z,2018-01-05T17:16:29.790000Z,8b
20180105T171848Z,2018-01-05T17:18:48.430000Z,8b
20180105T174526Z,2018-01-05T17:45:26.890000Z,8b
20180105T184545Z,2018-01-05T18:45:45.370000Z,8b
20180105T220244Z,2018-01-05T22:02:44.830000Z,8b
20180105T233545Z,2018-01-05T23:35:45.340000Z,8b
20180105T235236Z,2018-01-05T23:52:36.860000Z,8b
20180105T010511Z,2018-01-05T01:05:11.400000Z,8c
20180105T032337Z,2018-01-05T03:23:37.080000Z,8c
20180105T034137Z,2018-01-05T03:41:37.450000Z,8c
20180105T041315Z,2018-01-05T04:13:15.680000Z,8c
20180105T044734Z,2018-01-05T04:47:34.810000Z,8c
20180105T061426Z,2018-01-05T06:14:26.170000Z,8c
20180105T063758Z,2018-01-05T06:37:58.120000Z,8c
20180105T103231Z,2018-01-05T10:32:31.010000Z,8c
20180105T112741Z,2018-01-05T11:27:41.540000Z,8c
20180105T115254Z,2018-01-05T11:52:54.450000Z,8c
20180105T121010Z,2018-01-05T12:10:10.300000Z,8c
20180105T123356Z,2018-01-05T12:33:56.360000Z,8c
20180105T123825Z,2018-01-05T12:38:25.300000Z,8d
20180105T130450Z,2018-01-05T13:04:50.350000Z,8c
20180105T141612Z,2018-01-05T14:16:12.630000Z,8c
20180105T145900Z,2018-01-05T14:59:00.100000Z,8c
20180105T150009Z,2018-01-05T15:00:09.420000Z,8c
20180105T151958Z,2018-01-05T15:19:58.990000Z,8c
20180105T153824Z,2018-01-05T15:38:24.180000Z,8c
20180105T154153Z,2018-01-05T15:41:53.440000Z,8c
20180105T154732Z,2018-01-05T15:47:32.710000Z,8c
20180105T162125Z,2018-01-05T16:21:25.640000Z,8c
20180105T165426Z,2018-01-05T16:54:26.050000Z,8c
20180105T170435Z,2018-01-05T17:04:35.870000Z,8c
20180105T171554Z,2018-01-05T17:15:54.940000Z,8c
20180105T172621Z,2018-01-05T17:26:21.560000Z,8c
20180105T194639Z,2018-01-05T19:46:39.200000Z,8c
20180105T195612Z,2018-01-05T19:56:12.420000Z,8c
20180105T195815Z,2018-01-05T19:58:15.350000Z,8c
20180105T201934Z,2018-01-05T20:19:34.170000Z,8c
20180105T205308Z,2018-01-05T20:53:08.590000Z,8c
20180105T212448Z,2018-01-05T21:24:48.950000Z,8c
20180105T213759Z,2018-01-05T21:37:59.350000Z,8c
20180105T215507Z,2018-01-05T21:55:07.940000Z,8c
20180105T224152Z,2018-01-05T22:41:52.910000Z,8c
20180105T235535Z,2018-01-05T23:55:35.080000Z,8c
20180105T000346Z,2018-01-05T00:03:46.430000Z,8d
20180105T004837Z,2018-01-05T00:48:37.020000Z,8d
20180105T025222Z,2018-01-05T02:52:22.190000Z,8d
20180105T031810Z,2018-01-05T03:18:10.920000Z,8d
20180105T035406Z,2018-01-05T03:54:06.250000Z,8d
20180105T061302Z,2018-01-05T06:13:02.460000Z,8d
20180105T070436Z,2018-01-05T07:04:36.850000Z,8d
20180105T070919Z,2018-01-05T07:09:19.310000Z,8d
20180105T113823Z,2018-01-05T11:38:23.610000Z,8d
20180105T122953Z,2018-01-05T12:29:53.740000Z,8d
20180105T131907Z,2018-01-05T13:19:07.380000Z,8d
20180105T133227Z,2018-01-05T13:32:27.260000Z,8d
20180105T143756Z,2018-01-05T14:37:56.030000Z,8d
20180105T150749Z,2018-01-05T15:07:49.430000Z,8d
20180105T161355Z,2018-01-05T16:13:55.840000Z,8d
20180105T162224Z,2018-01-05T16:22:24.220000Z,8d
20180105T162328Z,2018-01-05T16:23:28.460000Z,8d
20180105T164357Z,2018-01-05T16:43:57.450000Z,8d
20180105T165128Z,2018-01-05T16:51:28.870000Z,8d
20180105T172620Z,2018-01-05T17:26:20.310000Z,8d
20180105T174323Z,2018-01-05T17:43:23.140000Z,8d
20180105T205423Z,2018-01-05T20:54:23.650000Z,8d
20180105T231036Z,2018-01-05T23:10:36.690000Z,8d
20180105T233337Z,2018-01-05T23:33:37.640000Z,8d
