,match_time,template
20180101T152235Z,2018-01-01T15:22:35.600000Z,1a
20180101T153253Z,2018-01-01T15:32:53.020000Z,5a
20180101T153731Z,2018-01-01T15:37:31.020000Z,1a
20180101T154702Z,2018-01-01T15:47:02.220000Z,6b
20180101T155148Z,2018-01-01T15:51:48.110000Z,5a
20180101T155211Z,2018-01-01T15:52:11.510000Z,2b
20180101T160024Z,2018-01-01T16:00:24.490000Z,2c
20180101T160603Z,2018-01-01T16:06:03.640000Z,1a
20180101T161457Z,2018-01-01T16:14:57.730000Z,1a
20180101T162014Z,2018-01-01T16:20:14.430000Z,2c
20180101T162510Z,2018-01-01T16:25:10.640000Z,1a
20180101T162747Z,2018-01-01T16:27:47.520000Z,1d
20180101T163730Z,2018-01-01T16:37:30.020000Z,5a
20180101T163855Z,2018-01-01T16:38:55.850000Z,1c
20180101T163908Z,2018-01-01T16:39:08.300000Z,1a
20180101T165147Z,2018-01-01T16:51:47.130000Z,1c
20180101T165401Z,2018-01-01T16:54:01.120000Z,1a
20180101T170116Z,2018-01-01T17:01:16.350000Z,4b
20180101T170404Z,2018-01-01T17:04:04.530000Z,1a
20180101T171155Z,2018-01-01T17:11:55.470000Z,6d
20180101T172536Z,2018-01-01T17:25:36.380000Z,1c
20180101T173556Z,2018-01-01T17:35:56.050000Z,4b
20180101T173849Z,2018-01-01T17:38:49.530000Z,1a
20180101T174022Z,2018-01-01T17:40:22.090000Z,1b
20180101T174642Z,2018-01-01T17:46:42.080000Z,1a
20180101T180030Z,2018-01-01T18:00:30.160000Z,6b
20180101T184229Z,2018-01-01T18:42:29.240000Z,1a
20180101T184902Z,2018-01-01T18:49:02.700000Z,1a
20180101T185125Z,2018-01-01T18:51:25.610000Z,1a
20180101T185941Z,2018-01-01T18:59:41.650000Z,1b
20180101T190648Z,2018-01-01T19:06:48.210000Z,8c
20180101T190719Z,2018-01-01T19:07:19.780000Z,1a
20180101T202700Z,2018-01-01T20:27:00.380000Z,1c
20180101T203314Z,2018-01-01T20:33:14.910000Z,1a
20180101T204614Z,2018-01-01T20:46:14.710000Z,2c
20180101T204957Z,2018-01-01T20:49:57.880000Z,1a
20180101T205129Z,2018-01-01T20:51:29.240000Z,1c
20180101T213521Z,2018-01-01T21:35:21.060000Z,4b
20180101T214519Z,2018-01-01T21:45:19.920000Z,1a
20180101T215314Z,2018-01-01T21:53:14.360000Z,5c
20180101T220447Z,2018-01-01T22:04:47.070000Z,1a
20180101T221422Z,2018-01-01T22:14:22.720000Z,2c
20180101T221555Z,2018-01-01T22:15:55.830000Z,1a
20180101T223042Z,2018-01-01T22:30:42.410000Z,1b
20180101T223410Z,2018-01-01T22:34:10.130000Z,1c
20180101T225654Z,2018-01-01T22:56:54.200000Z,1c
20180101T232236Z,2018-01-01T23:22:36.150000Z,4b
20180101T232537Z,2018-01-01T23:25:37.060000Z,1b
20180101T234322Z,2018-01-01T23:43:22.190000Z,1a
20180101T235632Z,2018-01-01T23:56:32.860000Z,1d
20180101T003731Z,2018-01-01T00:37:31.000000Z,1b
20180101T012059Z,2018-01-01T01:20:59.300000Z,1b
20180101T023213Z,2018-01-01T02:32:13.260000Z,1b
20180101T045013Z,2018-01-01T04:50:13.450000Z,1b
20180101T045143Z,2018-01-01T04:51:43.570000Z,1b
20180101T050934Z,2018-01-01T05:09:34.400000Z,5c
20180101T051624Z,2018-01-01T05:16:24.040000Z,4b
20180101T091457Z,2018-01-01T09:14:57.110000Z,1b
20180101T092627Z,2018-01-01T09:26:27.360000Z,1b
20180101T100349Z,2018-01-01T10:03:49.100000Z,1c
20180101T101330Z,2018-01-01T10:13:30.220000Z,3d
20180101T105009Z,2018-01-01T10:50:09.290000Z,1b
20180101T110408Z,2018-01-01T11:04:08.230000Z,3d
20180101T112222Z,2018-01-01T11:22:22.210000Z,3d
20180101T131457Z,2018-01-01T13:14:57.350000Z,1b
20180101T141757Z,2018-01-01T14:17:57.550000Z,1b
20180101T153254Z,2018-01-01T15:32:54.100000Z,1b
20180101T155202Z,2018-01-01T15:52:02.210000Z,3d
20180101T164205Z,2018-01-01T16:42:05.290000Z,1b
20180101T165146Z,2018-01-01T16:51:46.120000Z,5c
20180101T170523Z,2018-01-01T17:05:23.550000Z,1b
20180101T184243Z,2018-01-01T18:42:43.410000Z,1b
20180101T193510Z,2018-01-01T19:35:10.480000Z,1b
20180101T195033Z,2018-01-01T19:50:33.130000Z,3d
20180101T205013Z,2018-01-01T20:50:13.440000Z,1b
20180101T205309Z,2018-01-01T20:53:09.250000Z,3d
20180101T212845Z,2018-01-01T21:28:45.690000Z,4b
20180101T215315Z,2018-01-01T21:53:15.570000Z,1b
20180101T224608Z,2018-01-01T22:46:08.590000Z,1b
20180101T230020Z,2018-01-01T23:00:20.200000Z,1b
20180101T233211Z,2018-01-01T23:32:11.530000Z,1b
20180101T001355Z,2018-01-01T00:13:55.920000Z,1c
20180101T004609Z,2018-01-01T00:46:09.150000Z,6b
20180101T004715Z,2018-01-01T00:47:15.470000Z,1c
20180101T004909Z,2018-01-01T00:49:09.450000Z,5a
20180101T005653Z,2018-01-01T00:56:53.120000Z,1c
20180101T005952Z,2018-01-01T00:59:52.370000Z,6d
20180101T012058Z,2018-01-01T01:20:58.810000Z,1c
20180101T012826Z,2018-01-01T01:28:26.020000Z,4d
20180101T013904Z,2018-01-01T01:39:04.310000Z,2c
20180101T015027Z,2018-01-01T01:50:27.130000Z,5c
20180101T015245Z,2018-01-01T01:52:45.340000Z,1c
20180101T020038Z,2018-01-01T02:00:38.640000Z,1c
20180101T021002Z,2018-01-01T02:10:02.100000Z,1d
20180101T023212Z,2018-01-01T02:32:12.470000Z,1d
20180101T024752Z,2018-01-01T02:47:52.610000Z,1c
20180101T025332Z,2018-01-01T02:53:32.030000Z,1d
20180101T030919Z,2018-01-01T03:09:19.960000Z,1c
20180101T032651Z,2018-01-01T03:26:51.290000Z,1c
20180101T032906Z,2018-01-01T03:29:06.100000Z,1d
20180101T033503Z,2018-01-01T03:35:03.740000Z,1d
20180101T035129Z,2018-01-01T03:51:29.140000Z,1c
20180101T035953Z,2018-01-01T03:59:53.690000Z,1c
20180101T040710Z,2018-01-01T04:07:10.070000Z,2c
20180101T044023Z,2018-01-01T04:40:23.680000Z,1c
20180101T050024Z,2018-01-01T05:00:24.290000Z,2c
20180101T050209Z,2018-01-01T05:02:09.680000Z,1c
20180101T062728Z,2018-01-01T06:27:28.370000Z,1c
20180101T063232Z,2018-01-01T06:32:32.160000Z,2c
20180101T072455Z,2018-01-01T07:24:55.630000Z,2c
20180101T080753Z,2018-01-01T08:07:53.650000Z,7d
20180101T081958Z,2018-01-01T08:19:58.110000Z,8d
20180101T085554Z,2018-01-01T08:55:54.130000Z,1c
20180101T085810Z,2018-01-01T08:58:10.040000Z,1c
20180101T085946Z,2018-01-01T08:59:46.330000Z,4b
20180101T091853Z,2018-01-01T09:18:53.720000Z,1c
20180101T092344Z,2018-01-01T09:23:44.030000Z,1c
20180101T093537Z,2018-01-01T09:35:37.540000Z,1d
20180101T094955Z,2018-01-01T09:49:55.130000Z,1c
20180101T100214Z,2018-01-01T10:02:14.200000Z,1c
20180101T100553Z,2018-01-01T10:05:53.120000Z,5c
20180101T101926Z,2018-01-01T10:19:26.730000Z,1d
20180101T102602Z,2018-01-01T10:26:02.930000Z,1c
20180101T102832Z,2018-01-01T10:28:32.710000Z,1c
20180101T104327Z,2018-01-01T10:43:27.010000Z,2c
20180101T104638Z,2018-01-01T10:46:38.050000Z,6d
20180101T104722Z,2018-01-01T10:47:22.520000Z,2c
20180101T104758Z,2018-01-01T10:47:58.740000Z,1c
20180101T105830Z,2018-01-01T10:58:30.570000Z,6d
20180101T110040Z,2018-01-01T11:00:40.770000Z,1c
20180101T110122Z,2018-01-01T11:01:22.390000Z,1d
20180101T110507Z,2018-01-01T11:05:07.840000Z,2b
20180101T111046Z,2018-01-01T11:10:46.050000Z,2c
20180101T111416Z,2018-01-01T11:14:16.360000Z,1c
20180101T111746Z,2018-01-01T11:17:46.010000Z,1c
20180101T112233Z,2018-01-01T11:22:33.060000Z,2c
20180101T112911Z,2018-01-01T11:29:11.710000Z,1d
20180101T113346Z,2018-01-01T11:33:46.630000Z,1c
20180101T113408Z,2018-01-01T11:34:08.420000Z,6b
20180101T113449Z,2018-01-01T11:34:49.060000Z,5c
20180101T113800Z,2018-01-01T11:38:00.050000Z,8d
20180101T114219Z,2018-01-01T11:42:19.480000Z,1c
20180101T114449Z,2018-01-01T11:44:49.940000Z,2c
20180101T114827Z,2018-01-01T11:48:27.910000Z,1d
20180101T115521Z,2018-01-01T11:55:21.590000Z,1d
20180101T120442Z,2018-01-01T12:04:42.580000Z,2c
20180101T120751Z,2018-01-01T12:07:51.250000Z,5b
20180101T121259Z,2018-01-01T12:12:59.760000Z,1d
20180101T121453Z,2018-01-01T12:14:53.390000Z,1c
20180101T121652Z,2018-01-01T12:16:52.310000Z,1c
20180101T122558Z,2018-01-01T12:25:58.890000Z,1c
20180101T123719Z,2018-01-01T12:37:19.670000Z,1d
20180101T123750Z,2018-01-01T12:37:50.250000Z,2c
20180101T124014Z,2018-01-01T12:40:14.950000Z,1c
20180101T124053Z,2018-01-01T12:40:53.350000Z,4b
20180101T124738Z,2018-01-01T12:47:38.260000Z,1c
20180101T124859Z,2018-01-01T12:48:59.210000Z,1c
20180101T125137Z,2018-01-01T12:51:37.400000Z,1d
20180101T125237Z,2018-01-01T12:52:37.590000Z,2c
20180101T125839Z,2018-01-01T12:58:39.610000Z,8c
20180101T130756Z,2018-01-01T13:07:56.020000Z,2c
20180101T130947Z,2018-01-01T13:09:47.200000Z,1c
20180101T131123Z,2018-01-01T13:11:23.650000Z,1d
20180101T133032Z,2018-01-01T13:30:32.990000Z,1c
20180101T133613Z,2018-01-01T13:36:13.970000Z,1c
20180101T133811Z,2018-01-01T13:38:11.000000Z,1c
20180101T134033Z,2018-01-01T13:40:33.150000Z,1c
20180101T134717Z,2018-01-01T13:47:17.250000Z,2b
20180101T134831Z,2018-01-01T13:48:31.150000Z,8c
20180101T135205Z,2018-01-01T13:52:05.500000Z,1d
20180101T140214Z,2018-01-01T14:02:14.320000Z,1c
20180101T140512Z,2018-01-01T14:05:12.730000Z,1c
20180101T141218Z,2018-01-01T14:12:18.180000Z,6d
20180101T141436Z,2018-01-01T14:14:36.630000Z,1c
20180101T141532Z,2018-01-01T14:15:32.270000Z,1d
20180101T141901Z,2018-01-01T14:19:01.480000Z,1d
20180101T141940Z,2018-01-01T14:19:40.540000Z,1c
20180101T142204Z,2018-01-01T14:22:04.160000Z,2c
20180101T142718Z,2018-01-01T14:27:18.190000Z,4b
20180101T143347Z,2018-01-01T14:33:47.900000Z,6b
20180101T144400Z,2018-01-01T14:44:00.910000Z,4b
20180101T144950Z,2018-01-01T14:49:50.180000Z,1c
20180101T145142Z,2018-01-01T14:51:42.830000Z,1c
20180101T145306Z,2018-01-01T14:53:06.160000Z,1c
20180101T145406Z,2018-01-01T14:54:06.540000Z,1c
20180101T152158Z,2018-01-01T15:21:58.640000Z,1c
20180101T152222Z,2018-01-01T15:22:22.130000Z,1c
20180101T152311Z,2018-01-01T15:23:11.070000Z,5a
20180101T152815Z,2018-01-01T15:28:15.030000Z,6d
20180101T153437Z,2018-01-01T15:34:37.730000Z,1c
20180101T153730Z,2018-01-01T15:37:30.630000Z,8c
20180101T153812Z,2018-01-01T15:38:12.590000Z,1d
20180101T154610Z,2018-01-01T15:46:10.250000Z,2b
20180101T154703Z,2018-01-01T15:47:03.190000Z,2b
20180101T155149Z,2018-01-01T15:51:49.480000Z,2b
20180101T160136Z,2018-01-01T16:01:36.350000Z,1c
20180101T161614Z,2018-01-01T16:16:14.140000Z,1c
20180101T162455Z,2018-01-01T16:24:55.750000Z,1d
20180101T163034Z,2018-01-01T16:30:34.040000Z,2b
20180101T163132Z,2018-01-01T16:31:32.080000Z,1c
20180101T163939Z,2018-01-01T16:39:39.780000Z,1c
20180101T164405Z,2018-01-01T16:44:05.620000Z,2c
20180101T164932Z,2018-01-01T16:49:32.480000Z,1d
20180101T165400Z,2018-01-01T16:54:00.640000Z,4b
20180101T170048Z,2018-01-01T17:00:48.000000Z,6d
20180101T171739Z,2018-01-01T17:17:39.110000Z,1c
20180101T172907Z,2018-01-01T17:29:07.320000Z,1d
20180101T174641Z,2018-01-01T17:46:41.160000Z,4b
20180101T182024Z,2018-01-01T18:20:24.280000Z,1c
20180101T184230Z,2018-01-01T18:42:30.020000Z,1c
20180101T184839Z,2018-01-01T18:48:39.010000Z,1c
20180101T185547Z,2018-01-01T18:55:47.490000Z,1c
20180101T185910Z,2018-01-01T18:59:10.070000Z,6d
20180101T190047Z,2018-01-01T19:00:47.080000Z,6d
20180101T190128Z,2018-01-01T19:01:28.170000Z,1c
20180101T190550Z,2018-01-01T19:05:50.290000Z,1c
20180101T191039Z,2018-01-01T19:10:39.130000Z,1c
20180101T191329Z,2018-01-01T19:13:29.490000Z,6d
20180101T191432Z,2018-01-01T19:14:32.390000Z,1c
20180101T191501Z,2018-01-01T19:15:01.670000Z,1c
20180101T191814Z,2018-01-01T19:18:14.320000Z,2c
20180101T192501Z,2018-01-01T19:25:01.130000Z,8c
20180101T193003Z,2018-01-01T19:30:03.160000Z,1c
20180101T193152Z,2018-01-01T19:31:52.400000Z,1c
20180101T193305Z,2018-01-01T19:33:05.470000Z,1c
20180101T194722Z,2018-01-01T19:47:22.560000Z,1d
20180101T201317Z,2018-01-01T20:13:17.780000Z,1c
20180101T201637Z,2018-01-01T20:16:37.460000Z,1c
20180101T202139Z,2018-01-01T20:21:39.180000Z,7d
20180101T202409Z,2018-01-01T20:24:09.180000Z,1c
20180101T203712Z,2018-01-01T20:37:12.750000Z,8c
20180101T204020Z,2018-01-01T20:40:20.950000Z,1c
20180101T204446Z,2018-01-01T20:44:46.130000Z,5c
20180101T204615Z,2018-01-01T20:46:15.040000Z,1c
20180101T204907Z,2018-01-01T20:49:07.720000Z,1d
20180101T204958Z,2018-01-01T20:49:58.250000Z,2c
20180101T210535Z,2018-01-01T21:05:35.930000Z,1c
20180101T212533Z,2018-01-01T21:25:33.140000Z,1c
20180101T212721Z,2018-01-01T21:27:21.480000Z,6d
20180101T213731Z,2018-01-01T21:37:31.020000Z,1c
20180101T215053Z,2018-01-01T21:50:53.540000Z,1d
20180101T215213Z,2018-01-01T21:52:13.110000Z,1c
20180101T215954Z,2018-01-01T21:59:54.910000Z,1c
20180101T221423Z,2018-01-01T22:14:23.050000Z,1c
20180101T221521Z,2018-01-01T22:15:21.640000Z,1c
20180101T221609Z,2018-01-01T22:16:09.100000Z,2c
20180101T222242Z,2018-01-01T22:22:42.900000Z,1c
20180101T223624Z,2018-01-01T22:36:24.190000Z,4b
20180101T224715Z,2018-01-01T22:47:15.020000Z,4b
20180101T224752Z,2018-01-01T22:47:52.840000Z,1c
20180101T225630Z,2018-01-01T22:56:30.620000Z,1d
20180101T230340Z,2018-01-01T23:03:40.820000Z,1c
20180101T230555Z,2018-01-01T23:05:55.960000Z,1d
20180101T230618Z,2018-01-01T23:06:18.280000Z,2c
20180101T232421Z,2018-01-01T23:24:21.350000Z,2c
20180101T232932Z,2018-01-01T23:29:32.550000Z,1c
20180101T233405Z,2018-01-01T23:34:05.620000Z,1c
20180101T233516Z,2018-01-01T23:35:16.180000Z,8c
20180101T233720Z,2018-01-01T23:37:20.550000Z,1d
20180101T234247Z,2018-01-01T23:42:47.960000Z,1c
20180101T235154Z,2018-01-01T23:51:54.730000Z,2b
20180101T235707Z,2018-01-01T23:57:07.530000Z,1d
20180101T004716Z,2018-01-01T00:47:16.010000Z,1d
20180101T004821Z,2018-01-01T00:48:21.450000Z,1d
20180101T012827Z,2018-01-01T01:28:27.440000Z,1d
20180101T013722Z,2018-01-01T01:37:22.300000Z,1d
20180101T020039Z,2018-01-01T02:00:39.020000Z,1d
20180101T022037Z,2018-01-01T02:20:37.410000Z,1d
20180101T024753Z,2018-01-01T02:47:53.180000Z,1d
20180101T024920Z,2018-01-01T02:49:20.470000Z,2c
20180101T032310Z,2018-01-01T03:23:10.070000Z,1d
20180101T034335Z,2018-01-01T03:43:35.630000Z,6d
20180101T035056Z,2018-01-01T03:50:56.380000Z,1d
20180101T035128Z,2018-01-01T03:51:28.820000Z,1d
20180101T040711Z,2018-01-01T04:07:11.250000Z,1d
20180101T041206Z,2018-01-01T04:12:06.250000Z,2c
20180101T044024Z,2018-01-01T04:40:24.050000Z,1d
20180101T044406Z,2018-01-01T04:44:06.240000Z,2c
20180101T055334Z,2018-01-01T05:53:34.850000Z,1d
20180101T075453Z,2018-01-01T07:54:53.010000Z,1d
20180101T080754Z,2018-01-01T08:07:54.250000Z,1d
20180101T081615Z,2018-01-01T08:16:15.450000Z,1d
20180101T083815Z,2018-01-01T08:38:15.820000Z,1d
20180101T085809Z,2018-01-01T08:58:09.710000Z,1d
20180101T091645Z,2018-01-01T09:16:45.440000Z,1d
20180101T091746Z,2018-01-01T09:17:46.630000Z,2c
20180101T092343Z,2018-01-01T09:23:43.710000Z,2c
20180101T094144Z,2018-01-01T09:41:44.080000Z,2c
20180101T094954Z,2018-01-01T09:49:54.250000Z,2c
20180101T100912Z,2018-01-01T10:09:12.840000Z,2c
20180101T102406Z,2018-01-01T10:24:06.050000Z,2c
20180101T102603Z,2018-01-01T10:26:03.280000Z,1d
20180101T103145Z,2018-01-01T10:31:45.270000Z,8d
20180101T103350Z,2018-01-01T10:33:50.320000Z,6d
20180101T104639Z,2018-01-01T10:46:39.060000Z,1d
20180101T104759Z,2018-01-01T10:47:59.060000Z,2c
20180101T110015Z,2018-01-01T11:00:15.260000Z,1d
20180101T110041Z,2018-01-01T11:00:41.330000Z,1d
20180101T110856Z,2018-01-01T11:08:56.840000Z,1d
20180101T111613Z,2018-01-01T11:16:13.230000Z,1d
20180101T111745Z,2018-01-01T11:17:45.690000Z,1d
20180101T111945Z,2018-01-01T11:19:45.940000Z,1d
20180101T113409Z,2018-01-01T11:34:09.330000Z,1d
20180101T113833Z,2018-01-01T11:38:33.550000Z,8c
20180101T114210Z,2018-01-01T11:42:10.280000Z,2c
20180101T114450Z,2018-01-01T11:44:50.190000Z,1d
20180101T115638Z,2018-01-01T11:56:38.960000Z,1d
20180101T120443Z,2018-01-01T12:04:43.220000Z,1d
20180101T121543Z,2018-01-01T12:15:43.190000Z,6a
20180101T121651Z,2018-01-01T12:16:51.980000Z,2c
20180101T121945Z,2018-01-01T12:19:45.560000Z,6c
20180101T123233Z,2018-01-01T12:32:33.860000Z,7d
20180101T124054Z,2018-01-01T12:40:54.700000Z,1d
20180101T131239Z,2018-01-01T13:12:39.230000Z,2c
20180101T133614Z,2018-01-01T13:36:14.530000Z,1d
20180101T133928Z,2018-01-01T13:39:28.580000Z,8c
20180101T134310Z,2018-01-01T13:43:10.310000Z,7d
20180101T135543Z,2018-01-01T13:55:43.340000Z,1d
20180101T141610Z,2018-01-01T14:16:10.840000Z,2c
20180101T143348Z,2018-01-01T14:33:48.650000Z,8c
20180101T144340Z,2018-01-01T14:43:40.090000Z,8c
20180101T144949Z,2018-01-01T14:49:49.860000Z,1d
20180101T145143Z,2018-01-01T14:51:43.370000Z,2c
20180101T145225Z,2018-01-01T14:52:25.970000Z,1d
20180101T145407Z,2018-01-01T14:54:07.100000Z,1d
20180101T152221Z,2018-01-01T15:22:21.170000Z,4d
20180101T162903Z,2018-01-01T16:29:03.200000Z,2c
20180101T170117Z,2018-01-01T17:01:17.090000Z,1d
20180101T181722Z,2018-01-01T18:17:22.650000Z,2c
20180101T182023Z,2018-01-01T18:20:23.960000Z,1d
20180101T183852Z,2018-01-01T18:38:52.790000Z,1d
20180101T190048Z,2018-01-01T19:00:48.090000Z,1d
20180101T190230Z,2018-01-01T19:02:30.680000Z,1d
20180101T190549Z,2018-01-01T19:05:49.970000Z,1d
20180101T191424Z,2018-01-01T19:14:24.330000Z,1d
20180101T193306Z,2018-01-01T19:33:06.370000Z,1d
20180101T201318Z,2018-01-01T20:13:18.140000Z,1d
20180101T202138Z,2018-01-01T20:21:38.680000Z,8c
20180101T202418Z,2018-01-01T20:24:18.350000Z,1d
20180101T202701Z,2018-01-01T20:27:01.280000Z,1d
20180101T210905Z,2018-01-01T21:09:05.870000Z,1d
20180101T212532Z,2018-01-01T21:25:32.730000Z,6d
20180101T213730Z,2018-01-01T21:37:30.620000Z,6d
20180101T215955Z,2018-01-01T21:59:55.470000Z,1d
20180101T224753Z,2018-01-01T22:47:53.380000Z,1d
20180101T225653Z,2018-01-01T22:56:53.800000Z,6d
20180101T230002Z,2018-01-01T23:00:02.560000Z,1d
20180101T230341Z,2018-01-01T23:03:41.390000Z,1d
20180101T230751Z,2018-01-01T23:07:51.750000Z,1d
20180101T231029Z,2018-01-01T23:10:29.390000Z,2c
20180101T232117Z,2018-01-01T23:21:17.420000Z,1d
20180101T232933Z,2018-01-01T23:29:33.110000Z,1d
20180101T000335Z,2018-01-01T00:03:35.710000Z,2a
20180101T004252Z,2018-01-01T00:42:52.810000Z,6a
20180101T010956Z,2018-01-01T01:09:56.430000Z,2a
20180101T030614Z,2018-01-01T03:06:14.940000Z,2a
20180101T033836Z,2018-01-01T03:38:36.560000Z,6b
20180101T034149Z,2018-01-01T03:41:49.700000Z,5b
20180101T042456Z,2018-01-01T04:24:56.620000Z,2c
20180101T065958Z,2018-01-01T06:59:58.840000Z,2a
20180101T075406Z,2018-01-01T07:54:06.290000Z,2a
20180101T075442Z,2018-01-01T07:54:42.840000Z,2a
20180101T080946Z,2018-01-01T08:09:46.480000Z,2a
20180101T081614Z,2018-01-01T08:16:14.240000Z,6a
20180101T082739Z,2018-01-01T08:27:39.960000Z,2a
20180101T085641Z,2018-01-01T08:56:41.530000Z,2a
20180101T091308Z,2018-01-01T09:13:08.250000Z,5b
20180101T093505Z,2018-01-01T09:35:05.050000Z,8b
20180101T095012Z,2018-01-01T09:50:12.770000Z,2a
20180101T095655Z,2018-01-01T09:56:55.840000Z,2a
20180101T102116Z,2018-01-01T10:21:16.200000Z,2a
20180101T111522Z,2018-01-01T11:15:22.100000Z,2a
20180101T113832Z,2018-01-01T11:38:32.570000Z,2a
20180101T114354Z,2018-01-01T11:43:54.170000Z,2a
20180101T114435Z,2018-01-01T11:44:35.740000Z,2a
20180101T120440Z,2018-01-01T12:04:40.860000Z,2a
20180101T120847Z,2018-01-01T12:08:47.990000Z,2a
20180101T121650Z,2018-01-01T12:16:50.880000Z,2a
20180101T124836Z,2018-01-01T12:48:36.030000Z,2a
20180101T125838Z,2018-01-01T12:58:38.860000Z,6b
20180101T130754Z,2018-01-01T13:07:54.820000Z,2a
20180101T132615Z,2018-01-01T13:26:15.760000Z,2a
20180101T134216Z,2018-01-01T13:42:16.410000Z,2a
20180101T134349Z,2018-01-01T13:43:49.930000Z,2a
20180101T134829Z,2018-01-01T13:48:29.680000Z,2a
20180101T140221Z,2018-01-01T14:02:21.210000Z,2a
20180101T140333Z,2018-01-01T14:03:33.180000Z,2a
20180101T142738Z,2018-01-01T14:27:38.580000Z,8b
20180101T142806Z,2018-01-01T14:28:06.940000Z,2d
