,match_time,template
20180101T193029Z,2018-01-01T19:30:29.470000Z,6a
20180101T204113Z,2018-01-01T20:41:13.920000Z,6a
20180101T204632Z,2018-01-01T20:46:32.710000Z,6a
20180101T204803Z,2018-01-01T20:48:03.210000Z,6a
20180101T213106Z,2018-01-01T21:31:06.920000Z,6a
20180101T215759Z,2018-01-01T21:57:59.010000Z,6a
20180101T220314Z,2018-01-01T22:03:14.610000Z,6a
20180101T223359Z,2018-01-01T22:33:59.250000Z,6a
20180101T225504Z,2018-01-01T22:55:04.070000Z,6a
20180101T232048Z,2018-01-01T23:20:48.990000Z,6c
20180101T232733Z,2018-01-01T23:27:33.470000Z,6a
20180101T233610Z,2018-01-01T23:36:10.910000Z,6a
20180101T233831Z,2018-01-01T23:38:31.320000Z,6a
20180101T234116Z,2018-01-01T23:41:16.610000Z,6a
20180101T234310Z,2018-01-01T23:43:10.350000Z,6a
20180101T085552Z,2018-01-01T08:55:52.800000Z,6b
20180101T085945Z,2018-01-01T08:59:45.490000Z,6b
20180101T095517Z,2018-01-01T09:55:17.570000Z,8b
20180101T104326Z,2018-01-01T10:43:26.780000Z,8c
20180101T110506Z,2018-01-01T11:05:06.820000Z,6b
20180101T120905Z,2018-01-01T12:09:05.520000Z,6b
20180101T121220Z,2018-01-01T12:12:20.110000Z,6b
20180101T131031Z,2018-01-01T13:10:31.800000Z,6b
20180101T134104Z,2018-01-01T13:41:04.400000Z,6b
20180101T140455Z,2018-01-01T14:04:55.220000Z,6b
20180101T145304Z,2018-01-01T14:53:04.820000Z,6b
20180101T152054Z,2018-01-01T15:20:54.940000Z,6b
20180101T163033Z,2018-01-01T16:30:33.820000Z,8c
20180101T163900Z,2018-01-01T16:39:00.160000Z,6b
20180101T174332Z,2018-01-01T17:43:32.180000Z,6b
20180101T180716Z,2018-01-01T18:07:16.940000Z,6b
20180101T185012Z,2018-01-01T18:50:12.200000Z,8b
20180101T195437Z,2018-01-01T19:54:37.630000Z,8a
20180101T220219Z,2018-01-01T22:02:19.580000Z,6b
20180101T234504Z,2018-01-01T23:45:04.160000Z,6b
20180101T000602Z,2018-01-01T00:06:02.840000Z,6c
20180101T011040Z,2018-01-01T01:10:40.220000Z,6c
20180101T011244Z,2018-01-01T01:12:44.430000Z,6c
20180101T012046Z,2018-01-01T01:20:46.090000Z,6c
20180101T012502Z,2018-01-01T01:25:02.520000Z,6c
20180101T015138Z,2018-01-01T01:51:38.680000Z,6c
20180101T022036Z,2018-01-01T02:20:36.000000Z,6c
20180101T024329Z,2018-01-01T02:43:29.500000Z,6c
20180101T024919Z,2018-01-01T02:49:19.750000Z,8d
20180101T034435Z,2018-01-01T03:44:35.140000Z,6c
20180101T083748Z,2018-01-01T08:37:48.470000Z,6c
20180101T092122Z,2018-01-01T09:21:22.920000Z,6c
20180101T102405Z,2018-01-01T10:24:05.290000Z,6c
20180101T105258Z,2018-01-01T10:52:58.260000Z,6c
20180101T111312Z,2018-01-01T11:13:12.830000Z,6c
20180101T111556Z,2018-01-01T11:15:56.790000Z,6c
20180101T113547Z,2018-01-01T11:35:47.040000Z,6c
20180101T114448Z,2018-01-01T11:44:48.800000Z,6c
20180101T114826Z,2018-01-01T11:48:26.680000Z,8d
20180101T122747Z,2018-01-01T12:27:47.140000Z,6c
20180101T122917Z,2018-01-01T12:29:17.060000Z,6c
20180101T130458Z,2018-01-01T13:04:58.390000Z,6c
20180101T133549Z,2018-01-01T13:35:49.370000Z,6c
20180101T153042Z,2018-01-01T15:30:42.660000Z,6c
20180101T153805Z,2018-01-01T15:38:05.970000Z,6c
20180101T160157Z,2018-01-01T16:01:57.040000Z,6c
20180101T170753Z,2018-01-01T17:07:53.950000Z,6c
20180101T173841Z,2018-01-01T17:38:41.900000Z,6c
20180101T174558Z,2018-01-01T17:45:58.790000Z,6c
20180101T181631Z,2018-01-01T18:16:31.130000Z,6c
20180101T202439Z,2018-01-01T20:24:39.360000Z,6c
20180101T215536Z,2018-01-01T21:55:36.680000Z,6c
20180101T075741Z,2018-01-01T07:57:41.740000Z,8d
20180101T084753Z,2018-01-01T08:47:53.210000Z,6d
20180101T091520Z,2018-01-01T09:15:20.240000Z,6d
20180101T115009Z,2018-01-01T11:50:09.380000Z,6d
20180101T115225Z,2018-01-01T11:52:25.080000Z,6d
20180101T150719Z,2018-01-01T15:07:19.200000Z,6d
20180101T160507Z,2018-01-01T16:05:07.750000Z,6d
20180101T160627Z,2018-01-01T16:06:27.260000Z,6d
20180101T173513Z,2018-01-01T17:35:13.160000Z,6d
20180101T173606Z,2018-01-01T17:36:06.010000Z,6d
20180101T173635Z,2018-01-01T17:36:35.830000Z,6d
20180101T192606Z,2018-01-01T19:26:06.100000Z,6d
20180101T193952Z,2018-01-01T19:39:52.420000Z,6d
20180101T233140Z,2018-01-01T23:31:40.930000Z,6d
20180101T233235Z,2018-01-01T23:32:35.840000Z,6d
20180101T234527Z,2018-01-01T23:45:27.850000Z,6d
20180101T004309Z,2018-01-01T00:43:09.080000Z,7a
20180101T004739Z,2018-01-01T00:47:39.320000Z,7a
20180101T010052Z,2018-01-01T01:00:52.480000Z,7a
20180101T010839Z,2018-01-01T01:08:39.500000Z,7a
20180101T012317Z,2018-01-01T01:23:17.800000Z,7a
20180101T015900Z,2018-01-01T01:59:00.200000Z,7a
20180101T022334Z,2018-01-01T02:23:34.700000Z,7b
20180101T023513Z,2018-01-01T02:35:13.210000Z,7a
20180101T024945Z,2018-01-01T02:49:45.920000Z,7a
20180101T105555Z,2018-01-01T10:55:55.760000Z,7a
20180101T135105Z,2018-01-01T13:51:05.030000Z,7a
20180101T142708Z,2018-01-01T14:27:08.690000Z,7a
20180101T143702Z,2018-01-01T14:37:02.420000Z,7a
20180101T170724Z,2018-01-01T17:07:24.200000Z,7a
20180101T211306Z,2018-01-01T21:13:06.210000Z,7a
20180101T000603Z,2018-01-01T00:06:03.470000Z,7b
20180101T001218Z,2018-01-01T00:12:18.630000Z,7b
20180101T002151Z,2018-01-01T00:21:51.820000Z,7b
20180101T003249Z,2018-01-01T00:32:49.570000Z,7b
20180101T003934Z,2018-01-01T00:39:34.320000Z,7b
20180101T005728Z,2018-01-01T00:57:28.070000Z,7b
20180101T010800Z,2018-01-01T01:08:00.140000Z,7b
20180101T012503Z,2018-01-01T01:25:03.150000Z,7b
20180101T023637Z,2018-01-01T02:36:37.310000Z,7d
20180101T024411Z,2018-01-01T02:44:11.470000Z,7d
20180101T040256Z,2018-01-01T04:02:56.100000Z,7b
20180101T104611Z,2018-01-01T10:46:11.970000Z,7b
20180101T114657Z,2018-01-01T11:46:57.320000Z,7b
20180101T114943Z,2018-01-01T11:49:43.690000Z,7b
20180101T131258Z,2018-01-01T13:12:58.990000Z,7b
20180101T140608Z,2018-01-01T14:06:08.270000Z,7b
20180101T144941Z,2018-01-01T14:49:41.750000Z,7b
20180101T151943Z,2018-01-01T15:19:43.900000Z,7d
20180101T165445Z,2018-01-01T16:54:45.050000Z,7b
20180101T170606Z,2018-01-01T17:06:06.500000Z,7b
20180101T180556Z,2018-01-01T18:05:56.010000Z,7b
20180101T194759Z,2018-01-01T19:47:59.310000Z,7b
20180101T224448Z,2018-01-01T22:44:48.260000Z,7b
20180101T225040Z,2018-01-01T22:50:40.720000Z,7b
20180101T232336Z,2018-01-01T23:23:36.470000Z,7b
20180101T235657Z,2018-01-01T23:56:57.870000Z,7b
20180101T000819Z,2018-01-01T00:08:19.690000Z,7c
20180101T011821Z,2018-01-01T01:18:21.550000Z,7c
20180101T070751Z,2018-01-01T07:07:51.940000Z,7c
20180101T085736Z,2018-01-01T08:57:36.100000Z,7c
20180101T113302Z,2018-01-01T11:33:02.640000Z,7c
20180101T120019Z,2018-01-01T12:00:19.730000Z,7c
20180101T121520Z,2018-01-01T12:15:20.880000Z,7c
20180101T131731Z,2018-01-01T13:17:31.410000Z,7c
20180101T165535Z,2018-01-01T16:55:35.080000Z,7c
20180101T002543Z,2018-01-01T00:25:43.770000Z,7d
20180101T002925Z,2018-01-01T00:29:25.930000Z,7d
20180101T010559Z,2018-01-01T01:05:59.030000Z,7d
20180101T011606Z,2018-01-01T01:16:06.290000Z,7d
20180101T012951Z,2018-01-01T01:29:51.510000Z,7d
20180101T013232Z,2018-01-01T01:32:32.910000Z,7d
20180101T014105Z,2018-01-01T01:41:05.750000Z,7d
20180101T015532Z,2018-01-01T01:55:32.010000Z,7d
20180101T024324Z,2018-01-01T02:43:24.170000Z,7d
20180101T031221Z,2018-01-01T03:12:21.160000Z,7d
20180101T044407Z,2018-01-01T04:44:07.080000Z,7d
20180101T044501Z,2018-01-01T04:45:01.590000Z,8c
20180101T052653Z,2018-01-01T05:26:53.670000Z,7d
20180101T052756Z,2018-01-01T05:27:56.230000Z,7d
20180101T072610Z,2018-01-01T07:26:10.670000Z,7d
20180101T090504Z,2018-01-01T09:05:04.890000Z,7d
20180101T092300Z,2018-01-01T09:23:00.630000Z,7d
20180101T095906Z,2018-01-01T09:59:06.870000Z,7d
20180101T104819Z,2018-01-01T10:48:19.400000Z,7d
20180101T105259Z,2018-01-01T10:52:59.250000Z,7d
20180101T111216Z,2018-01-01T11:12:16.530000Z,7d
20180101T112928Z,2018-01-01T11:29:28.710000Z,7d
20180101T113612Z,2018-01-01T11:36:12.250000Z,7d
20180101T113748Z,2018-01-01T11:37:48.900000Z,7d
20180101T115332Z,2018-01-01T11:53:32.560000Z,7d
20180101T115639Z,2018-01-01T11:56:39.140000Z,7d
20180101T115738Z,2018-01-01T11:57:38.120000Z,7d
20180101T123542Z,2018-01-01T12:35:42.370000Z,7d
20180101T124213Z,2018-01-01T12:42:13.190000Z,7d
20180101T124403Z,2018-01-01T12:44:03.480000Z,7d
20180101T125857Z,2018-01-01T12:58:57.990000Z,7d
20180101T130459Z,2018-01-01T13:04:59.100000Z,7d
20180101T132419Z,2018-01-01T13:24:19.410000Z,7d
20180101T133111Z,2018-01-01T13:31:11.270000Z,7d
20180101T140905Z,2018-01-01T14:09:05.250000Z,7d
20180101T141258Z,2018-01-01T14:12:58.550000Z,7d
20180101T141611Z,2018-01-01T14:16:11.110000Z,7d
20180101T143613Z,2018-01-01T14:36:13.430000Z,7d
20180101T145356Z,2018-01-01T14:53:56.100000Z,7d
20180101T145504Z,2018-01-01T14:55:04.000000Z,8d
20180101T151911Z,2018-01-01T15:19:11.340000Z,7d
20180101T162207Z,2018-01-01T16:22:07.440000Z,7d
20180101T162627Z,2018-01-01T16:26:27.810000Z,7d
20180101T173130Z,2018-01-01T17:31:30.520000Z,8c
20180101T185017Z,2018-01-01T18:50:17.060000Z,7d
20180101T192214Z,2018-01-01T19:22:14.850000Z,7d
20180101T201624Z,2018-01-01T20:16:24.360000Z,7d
20180101T225240Z,2018-01-01T22:52:40.420000Z,7d
20180101T225650Z,2018-01-01T22:56:50.550000Z,7d
20180101T231105Z,2018-01-01T23:11:05.320000Z,7d
20180101T232210Z,2018-01-01T23:22:10.060000Z,7d
20180101T022542Z,2018-01-01T02:25:42.760000Z,8a
20180101T063902Z,2018-01-01T06:39:02.720000Z,8a
20180101T102126Z,2018-01-01T10:21:26.390000Z,8a
20180101T102831Z,2018-01-01T10:28:31.360000Z,8a
20180101T111508Z,2018-01-01T11:15:08.570000Z,8a
20180101T114825Z,2018-01-01T11:48:25.930000Z,8a
20180101T135204Z,2018-01-01T13:52:04.330000Z,8a
20180101T141217Z,2018-01-01T14:12:17.140000Z,8a
20180101T145649Z,2018-01-01T14:56:49.000000Z,8a
20180101T152055Z,2018-01-01T15:20:55.170000Z,8a
20180101T153408Z,2018-01-01T15:34:08.930000Z,8a
20180101T153446Z,2018-01-01T15:34:46.760000Z,8a
20180101T154701Z,2018-01-01T15:47:01.970000Z,8a
20180101T180315Z,2018-01-01T18:03:15.960000Z,8a
20180101T184149Z,2018-01-01T18:41:49.990000Z,8a
20180101T235153Z,2018-01-01T23:51:53.520000Z,8a
20180101T000334Z,2018-01-01T00:03:34.610000Z,8b
20180101T015150Z,2018-01-01T01:51:50.470000Z,8b
20180101T051403Z,2018-01-01T05:14:03.640000Z,8b
20180101T065959Z,2018-01-01T06:59:59.010000Z,8b
20180101T081152Z,2018-01-01T08:11:52.300000Z,8b
20180101T111422Z,2018-01-01T11:14:22.470000Z,8b
20180101T113415Z,2018-01-01T11:34:15.480000Z,8b
20180101T120100Z,2018-01-01T12:01:00.060000Z,8b
20180101T174331Z,2018-01-01T17:43:31.950000Z,8b
20180101T193150Z,2018-01-01T19:31:50.350000Z,8b
20180101T212255Z,2018-01-01T21:22:55.540000Z,8b
20180101T025259Z,2018-01-01T02:52:59.270000Z,8c
20180101T030615Z,2018-01-01T03:06:15.910000Z,8c
20180101T071642Z,2018-01-01T07:16:42.530000Z,8c
20180101T073903Z,2018-01-01T07:39:03.530000Z,8c
20180101T082740Z,2018-01-01T08:27:40.940000Z,8c
20180101T104626Z,2018-01-01T10:46:26.970000Z,8c
20180101T111054Z,2018-01-01T11:10:54.430000Z,8c
20180101T113327Z,2018-01-01T11:33:27.950000Z,8c
20180101T121613Z,2018-01-01T12:16:13.360000Z,8c
20180101T124931Z,2018-01-01T12:49:31.240000Z,8c
20180101T130150Z,2018-01-01T13:01:50.090000Z,8c
20180101T132617Z,2018-01-01T13:26:17.290000Z,8c
20180101T141238Z,2018-01-01T14:12:38.480000Z,8c
20180101T142807Z,2018-01-01T14:28:07.510000Z,8c
20180101T142817Z,2018-01-01T14:28:17.650000Z,8c
20180101T143207Z,2018-01-01T14:32:07.690000Z,8c
20180101T145650Z,2018-01-01T14:56:50.000000Z,8c
20180101T151023Z,2018-01-01T15:10:23.250000Z,8c
20180101T151849Z,2018-01-01T15:18:49.650000Z,8c
20180101T153044Z,2018-01-01T15:30:44.180000Z,8c
20180101T153448Z,2018-01-01T15:34:48.270000Z,8c
20180101T173220Z,2018-01-01T17:32:20.660000Z,8c
20180101T175715Z,2018-01-01T17:57:15.050000Z,8c
20180101T201510Z,2018-01-01T20:15:10.350000Z,8c
20180101T015418Z,2018-01-01T01:54:18.360000Z,8d
20180101T020021Z,2018-01-01T02:00:21.010000Z,8d
20180101T024330Z,2018-01-01T02:43:30.210000Z,8d
20180101T045205Z,2018-01-01T04:52:05.230000Z,8d
20180101T063113Z,2018-01-01T06:31:13.530000Z,8d
20180101T073902Z,2018-01-01T07:39:02.640000Z,8d
20180101T083749Z,2018-01-01T08:37:49.220000Z,8d
20180101T085728Z,2018-01-01T08:57:28.180000Z,8d
20180101T093429Z,2018-01-01T09:34:29.850000Z,8d
20180101T094636Z,2018-01-01T09:46:36.230000Z,8d
20180101T103259Z,2018-01-01T10:32:59.960000Z,8d
20180101T104511Z,2018-01-01T10:45:11.660000Z,8d
20180101T110100Z,2018-01-01T11:01:00.040000Z,8d
20180101T121612Z,2018-01-01T12:16:12.550000Z,8d
20180101T122533Z,2018-01-01T12:25:33.360000Z,8d
20180101T132224Z,2018-01-01T13:22:24.520000Z,8d
20180101T160359Z,2018-01-01T16:03:59.260000Z,8d
20180101T170754Z,2018-01-01T17:07:54.580000Z,8d
20180101T173842Z,2018-01-01T17:38:42.660000Z,8d
20180101T182451Z,2018-01-01T18:24:51.100000Z,8d
20180101T191253Z,2018-01-01T19:12:53.490000Z,8d
20180101T202440Z,2018-01-01T20:24:40.070000Z,8d
20180101T210545Z,2018-01-01T21:05:45.550000Z,8d
20180101T215537Z,2018-01-01T21:55:37.310000Z,8d
20180101T225841Z,2018-01-01T22:58:41.960000Z,8d
